ASV	ERR6650591	ERR6650592	ERR6650593	ERR6650596	ERR6650599	ERR6650604	ERR6650605	ERR6650612	ERR6650616	ERR6650620	ERR6650621	ERR6650623	ERR6650624	ERR6650628	ERR6650629	ERR6650631	ERR6650633	ERR6650635	ERR6650645	ERR6650646	ERR6650648	ERR6650650	ERR6650651	ERR6650653	ERR6650654	ERR6650655	ERR6650657	ERR6650659	ERR6650664	ERR6650666	ERR6650668	ERR6650669	ERR6650670	ERR6650672	ERR6650675	ERR6650676	ERR6650678	ERR6650682	ERR6650683	ERR6650685	ERR6650688	ERR6650696	ERR6650700	ERR6650701	ERR6650702	ERR6650704	ERR6650705	ERR6650706	ERR6650710	ERR6650712	ERR6650713	ERR6650714	ERR6650718	ERR6650719	ERR6650721	ERR6650724	ERR6650730	ERR6650731	ERR6650733	ERR6650741	ERR6650742	ERR6650743	ERR6650744	ERR6650745	ERR6650748	ERR6650752	ERR6650754	ERR6650761	ERR6650765	ERR6650771	ERR6650775	ERR6650781	ERR6650782	ERR6650785	ERR6650790	ERR6650793	ERR6650797	ERR6650798	ERR6650800	ERR6650804	ERR6650808	ERR6650810	ERR6650812	ERR6650819	ERR6650820	ERR6650837	ERR6650839	ERR6650840	ERR6650842	ERR6650846	ERR6650847	ERR6650848	ERR6650852	ERR6650855	ERR6650856	ERR6650857	ERR6650864	ERR6650867	ERR6650868	ERR6650870	ERR6650871	ERR6650876	ERR6650878	ERR6650879	ERR6650882	ERR6650885	ERR6650889	ERR6650891	ERR6650897	ERR6650908	ERR6650911	ERR6650912	ERR6650913	ERR6650915	ERR6650595	ERR6650598	ERR6650603	ERR6650607	ERR6650611	ERR6650613	ERR6650615	ERR6650617	ERR6650625	ERR6650626	ERR6650627	ERR6650630	ERR6650632	ERR6650634	ERR6650640	ERR6650641	ERR6650643	ERR6650652	ERR6650656	ERR6650658	ERR6650660	ERR6650662	ERR6650663	ERR6650665	ERR6650667	ERR6650673	ERR6650674	ERR6650677	ERR6650681	ERR6650684	ERR6650686	ERR6650687	ERR6650689	ERR6650691	ERR6650692	ERR6650695	ERR6650697	ERR6650699	ERR6650703	ERR6650709	ERR6650720	ERR6650723	ERR6650725	ERR6650727	ERR6650728	ERR6650734	ERR6650736	ERR6650737	ERR6650739	ERR6650740	ERR6650747	ERR6650750	ERR6650751	ERR6650756	ERR6650759	ERR6650762	ERR6650770	ERR6650772	ERR6650778	ERR6650786	ERR6650787	ERR6650788	ERR6650791	ERR6650799	ERR6650805	ERR6650806	ERR6650809	ERR6650813	ERR6650815	ERR6650816	ERR6650823	ERR6650826	ERR6650833	ERR6650835	ERR6650836	ERR6650841	ERR6650844	ERR6650845	ERR6650854	ERR6650860	ERR6650865	ERR6650869	ERR6650874	ERR6650877	ERR6650880	ERR6650881	ERR6650887	ERR6650888	ERR6650890	ERR6650893	ERR6650895	ERR6650896	ERR6650898	ERR6650906	ERR6650907	ERR6650916	ERR6650917	ERR6650594	ERR6650597	ERR6650600	ERR6650601	ERR6650602	ERR6650606	ERR6650608	ERR6650609	ERR6650610	ERR6650614	ERR6650618	ERR6650619	ERR6650622	ERR6650636	ERR6650637	ERR6650638	ERR6650639	ERR6650642	ERR6650644	ERR6650647	ERR6650649	ERR6650661	ERR6650671	ERR6650679	ERR6650680	ERR6650690	ERR6650693	ERR6650694	ERR6650698	ERR6650707	ERR6650708	ERR6650711	ERR6650715	ERR6650716	ERR6650717	ERR6650722	ERR6650726	ERR6650729	ERR6650732	ERR6650735	ERR6650738	ERR6650746	ERR6650749	ERR6650753	ERR6650755	ERR6650757	ERR6650758	ERR6650760	ERR6650763	ERR6650764	ERR6650766	ERR6650767	ERR6650768	ERR6650769	ERR6650773	ERR6650774	ERR6650776	ERR6650777	ERR6650779	ERR6650780	ERR6650783	ERR6650784	ERR6650789	ERR6650792	ERR6650794	ERR6650795	ERR6650796	ERR6650801	ERR6650802	ERR6650803	ERR6650807	ERR6650811	ERR6650814	ERR6650817	ERR6650818	ERR6650821	ERR6650822	ERR6650824	ERR6650825	ERR6650827	ERR6650828	ERR6650829	ERR6650830	ERR6650831	ERR6650832	ERR6650834	ERR6650838	ERR6650843	ERR6650849	ERR6650850	ERR6650851	ERR6650853	ERR6650858	ERR6650859	ERR6650861	ERR6650862	ERR6650863	ERR6650866	ERR6650872	ERR6650873	ERR6650875	ERR6650883	ERR6650884	ERR6650886	ERR6650892	ERR6650894	ERR6650899	ERR6650900	ERR6650901	ERR6650902	ERR6650903	ERR6650904	ERR6650905	ERR6650909	ERR6650910	ERR6650914
ASV0056	0	0	0	0	0	0	0	11	2219	0	4708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	24	67	1790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	115	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	65	49	57	0	67	20	15	4	0	0	0	0	295	0	41	0	0	0	0	0	0	0	0	3	41	0	0	15	0	0	400	975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	1218	37	0	45	1754	10	1892	0	75	0	0	0	70	0	0	66	0	0	0	0	0	9	7	33	0	0	9	30	0	0	0	155	579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	15	81	0	0	30	0	0	0	196	49	57	0	0	0	0	0	85	23	31	0	0	29	284	0	0	0	2	0	0	0	0	0	0	16	0	0	0	0	0	0	26	10	0	0	0	0	0	5
ASV0058	0	0	0	0	0	0	0	0	0	0	0	0	0	2264	25	50	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	31	0	0	0	0	0	0	0	0	0	0	0	22	0	1	0	0	0	0	0	0	0	0	0	135	46	337	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	117	186	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1265	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	1	0	2710	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	72	115	268	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0059	0	0	0	0	0	0	40	74	0	0	0	0	0	0	0	0	0	0	0	0	0	13	2	0	0	0	10	0	0	0	0	0	0	0	12	599	104	121	0	0	2	1	0	0	0	0	0	0	0	12	0	0	13	0	0	0	193	306	53	0	0	0	0	0	0	10	0	13	0	0	0	7	80	293	0	0	0	0	0	0	289	79	397	83	0	0	56	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	21	10	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	45	62	0	0	0	0	37	1	0	0	0	0	0	1	0	4	157	11	0	0	0	0	1	0	0	298	436	0	41	0	0	0	27	0	2	0	0	0	0	0	0	48	0	127	0	0	0	0	0	0	0	0	262	376	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	188	100	46	0	40	0	0	0	0	0	0	0	0	7	0	2	13	0	90	202	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	416	84	0	0	0	0	0	0	0	0	153	89	85	192	0	0	0	0	0	0	0	0	0	0	35	0	947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	137	0	17	0	0	13	0	0
ASV0060	0	0	43	0	0	1	0	0	0	0	12	0	0	0	13	0	0	0	149	0	0	20	0	1	105	0	0	124	0	627	115	0	3	0	0	10	21	17	0	0	96	6	0	8	0	0	6	0	0	0	0	0	0	0	9	521	0	0	0	0	0	6	0	0	0	0	0	10	0	71	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	803	1	0	16	0	8	28	180	0	0	0	2	0	0	0	12	0	0	0	0	0	57	0	14	0	33	0	0	56	1	0	143	1	0	7	0	0	0	0	97	4	170	69	23	0	0	0	0	30	0	2323	0	0	0	0	0	0	1	1	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	16	531	0	42	9	0	109	2	90	0	10	0	0	0	0	9	10	25	15	3	51	0	41	5	37	0	0	0	0	0	0	0	40	1	0	40	0	0	77	46	0	73	0	0	0	0	0	13	0	33	0	0	0	0	0	0	0	0	293	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	98	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	6010	1030	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	9	0	0	0	0	0	0	0	0	81	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	6	11	0	29	0	0	0	0	3	50	59	0	332	0	0	163	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	12	15	0	0	0	133	40	73	0	7	3	68	2	0	648	2403	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	20	14	0	0	0	5	22	0	40	0	0	146	0	1	0	19	0	0	72	0	0	0	0	37	63	127	0	0	23	0	0	19	0	0	0	0	0	0	6	44	8	25	0	0	11	105	0	93	1583	195	0	0	0
ASV0063	0	0	0	0	0	0	0	0	135	0	0	29	0	0	0	0	0	0	39	0	0	5	0	0	498	0	0	19	0	47	0	25	0	0	0	60	143	0	0	0	0	11	33	0	4	0	0	0	0	0	0	0	0	3	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	10	0	0	0	8	0	0	0	0	0	13	126	0	0	0	0	0	0	0	0	12	0	47	0	0	0	0	123	0	172	1	0	0	0	0	11	0	8	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1060	0	0	0	0	0	0	0	0	303	0	0	0	0	18	33	0	0	0	0	46	0	17	1	5	9	0	0	0	31	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3292	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0064	0	0	0	0	0	0	0	0	0	0	18	0	0	123	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	2458	0	1400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1231	0	1162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0065	0	0	24	0	0	0	0	0	0	0	0	32	0	61	51	8	16	84	0	0	0	19	0	8	0	0	0	0	0	19	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	927	2	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	47	89	450	0	0	20	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	27	0	0	0	0	0	3	7	0	0	0	0	0	0	0	0	0	448	507	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	345	47	851	0	0	0	24	9	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	627	144	652	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	11	210	11	0	0	0	0	0	14	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	37	0	0	72	26	0	0	0	0	0	45	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	120	11	0	0	0	0	0	0	0	0	0	0	5352	4	0	0	123	272	0	9	13	3	0	0	0	0	9	29	0	0	0	0	12	0	0	0	0	0	0	0
ASV0068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	3	6420	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0069	0	0	0	0	0	0	0	0	19	0	149	0	41	0	0	0	0	0	23	0	0	37	0	3	0	0	0	339	0	0	0	0	0	0	0	70	0	0	0	217	0	0	0	0	0	0	0	605	0	0	196	520	0	6	130	25	0	214	55	242	0	2	0	68	0	0	580	0	13	0	0	27	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	180	0	0	0	85	0	0	0	0	2	0	15	8	0	0	0	0	0	0	0	0	0	0	208	63	0	323	0	27	360	0	1	0	3	5	53	90	0	22	93	0	0	0	0	0	17	0	0	0	0	14	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	23	38	421	0	0	0	0	0	0	0	0	0	0	0	13	13	56	0	1	0	0	0	0	1	77	0	0	0	0	7	0	0	0	0	0	39	0	0	0	272	28	0	0	0	0	0	0	0	0	0	0	37	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0070	0	0	0	0	0	41	0	0	13	0	6	70	6	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	23	9	57	194	0	0	0	0	10	0	0	79	17	0	7	4	0	0	0	0	0	34	0	0	0	0	0	16	0	194	0	0	0	1	0	280	0	0	0	0	0	0	0	0	19	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	39	0	17	0	0	38	0	113	327	0	0	87	0	0	7	0	22	0	0	0	330	0	37	0	0	0	302	78	0	1	254	0	1867	0	0	0	0	4	0	0	0	0	0	0	0	0	0	42	0	0	0	0	6	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	404	167	0	0	0	373	0	199	0	29	1	0	0	0	0	0	51	5	0	0	0	0	33	0	20	0	0	0	12	3	0	0	0	0	0	0	29	0	9	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0071	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	14	43	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	4	28	165	0	0	0	4	0	0	0	0	0	0	270	0	0	0	0	0	0	2	0	27	0	492	173	0	0	271	0	0	0	0	83	104	3	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	32	0	0	0	0	29	0	0	0	0	0	0	25	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	43	1	97	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	5	0	1	0	3	0	0	0	137	16	2	7	0	0	0	11	13	0	730	6	0	0	84	106	14	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	12	0	4	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	7	0	7	0	0	17	0	0	0	0	0	0	2	3	120	0	0	0	0	0	5	6	5	0	0	0	0	0	0	6	11	1	0	25	15	13	22	68	12	109	0	0	0	0	52	0	1801	17	0	5	0	119	42	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	15	0	37	0	0	0	0	0	223	0	3	0	5	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0
ASV0072	0	44	38	0	0	0	0	0	0	0	7	39	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	42	0	0	5	0	0	0	0	0	0	0	942	33	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	23	51	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	31	0	28	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	2275	183	0	52	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391	0	128	0	0	0	0	11	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	175	0	31	0	237	0	0	0	0	1	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0
